"anio","tabla","variable","definicion","pregunta_literal","universo_literal","regla_derivacion"
2024,"persona","p50_semp","Esta pregunta se realiza para clasificar a la población ocupada, según la relación laboral con la unidad económica para la que trabajan. La clasificación es de acuerdo a la Clasificación Internacional de la Situación en el Empleo CISE 93. Sigue la secuencia de preguntas de acuerdo a las definiciones de la décimo novena Conferencia Internacional de Estadísticos del Trabajo (CIET 19°).","50. En ese trabajo es (era): 1 Trabajadora(or) por cuenta propia 2 Empleada(o) u obrera(o) 3 Empleadora(or) o socia(o) 4 Trabajadora(or) familiar sin remuneración 5 Trabajadora(or) del hogar 6 Cooperativista de producción","Solo para personas de 7 años o más de edad.",""
2024,"persona","p51_actec_2d","Se refiere al tipo de producción o actividad del establecimiento o unidad donde la persona tiene su trabajo. Se utiliza la Clasificación de Actividades Económicas de Bolivia (CAEB 2022) que toma las recomendaciones de la Clasificación internacional Industrial Uniforme (CIIU), información a dos dígitos. Pregunta de acuerdo a las definiciones de la décimo novena Conferencia Internacional de Estadísticos del Trabajo (CIET 19°).","51. Principalmente, ¿qué produce, vende o a qué actividad se dedica el lugar o establecimiento donde trabaja?","Solo para personas de 7 años o más de edad.",""
2024,"persona","p52_dep_mov_cod","Se refiere al Departamento donde habitualmente desempeña su actividad económica o trabajo, este puede o no coincidir con el lugar de residencia o con el lugar donde fue censado.","52. Principalmente, el lugar donde trabaja está ubicado: Departamento","Solo para personas de 7 años o más de edad.",""
2024,"persona","p52_mov","Hace referencia al desplazamiento habitual que realiza la persona entre su vivienda y el lugar donde trabaja.","52. Principalmente, el lugar donde trabaja está ubicado: 1 Dentro o junto a esta vivienda 2 Fuera de la vivienda, pero en el mismo municipio 3 En otro municipio ¿Cuál? 4 En otro país ¿Cuál?","Solo para personas de 7 años o más de edad.",""
2024,"persona","p52_mun_mov_cod","Se refiere al Municipio donde habitualmente desempeña su actividad económica o trabajo, este puede o no coincidir con el lugar de residencia o con el lugar donde fue censado.","52. Principalmente, el lugar donde trabaja está ubicado: 3 En otro municipio ¿Cuál?","Solo para personas de 7 años o más de edad.",""
2024,"persona","p52_pais_mov_cod","Se refiere al País donde habitualmente desempeña su actividad económica o trabajo, este puede o no coincidir con el lugar de residencia o con el lugar donde fue censado.","52. Principalmente, el lugar donde trabaja está ubicado: 4 En otro país ¿Cuál?","Solo para personas de 7 años o más de edad.",""
2024,"persona","p53_ecivil","Se refiere al estado civil o conyugal de personas donde este es la situación jurídica de una persona en relación con la ley o costumbres del país, ya sea el matrimonio y la convivencia, la cual determina derechos, deberes y otros efectos legales para el individuo.","53. ¿Cuál es su estado civil o conyugal? 1 Casada(o) 2 Conviviente o concubina(o) 3 Separada(o) 4 Divorciada(o) 5 Viuda(o) 6 Soltera(o)","Persibas de 12 años o más de edad.",""
2024,"persona","p54_hvtot","Esta pregunta se refiere al número total de hijas e hijos que una mujer de 12 años o más dio a luz a lo largo de su ciclo reproductivo hasta la fecha del censo, cabe remarcar que se excluyen las muertes fetales. Nacido vivo: Es toda niña o niño que al nacer manifiesta cual signo de vida como respirar, llorar o moverse. Si luego de unos minutos llegara a fallecer, debe considerarse también como nacido vivo.","54. En total, ¿cuántas hijas e hijos nacidos vivos ha tenido?, incluyendo a los que no vivan con usted o hayan fallecido después de nacer ¿Cuántos en total? ¿Cuántas mujeres? ¿Cuántos hombres?","Todas las mujeres de 12 años o más.",""
2024,"persona","p54a_hvtot_muj","Esta pregunta se refiere al número total de hijas que una mujer de 12 años o más dio a luz a lo largo de su ciclo reproductivo hasta la fecha del censo, cabe remarcar que se excluyen las muertes fetales. Nacido vivo: Es toda niña o niño que al nacer manifiesta cual signo de vida como respirar, llorar o moverse. Si luego de unos minutos llegara a fallecer, debe considerarse también como nacido vivo.","54. En total, ¿cuántas hijas e hijos nacidos vivos ha tenido?, incluyendo a los que no vivan con usted o hayan fallecido después de nacer ¿Cuántos en total? ¿Cuántas mujeres? ¿Cuántos hombres?","Todas las mujeres de 12 años o más.",""
2024,"persona","p54b_hvtot_hom","Esta pregunta se refiere al número total de hijos que una mujer de 12 años o más dio a luz a lo largo de su ciclo reproductivo hasta la fecha del censo, cabe remarcar que se excluyen las muertes fetales. Nacido vivo: Es toda niña o niño que al nacer manifiesta cual signo de vida como respirar, llorar o moverse. Si luego de unos minutos llegara a fallecer, debe considerarse también como nacido vivo.","54. En total, ¿cuántas hijas e hijos nacidos vivos ha tenido?, incluyendo a los que no vivan con usted o hayan fallecido después de nacer ¿Cuántos en total? ¿Cuántas mujeres? ¿Cuántos hombres?","Todas las mujeres de 12 años o más.",""
2024,"persona","p55_hstot","Esta pregunta se refiere al número total de hijas e hijos que permanecen vivos hasta la fecha del censo, teniendo como referencia el total de hijas o hijos nacidos vivos que ha tenido una mujer de 12 años o más, esta pregunta excluye a aquellas hijas e hijos que una vez nacidos vivos hayan fallecido posteriormente.","55. De las hijas e hijos que ha tenido, ¿cuántos viven actualmente? ¿Cuántos en total? ¿Cuántas mujeres? ¿Cuántos hombres?","Todas las mujeres de 12 años o más.",""
2024,"persona","p55a_hstot_muj","Esta pregunta se refiere al número total de hijas que permanecen vivos hasta la fecha del censo, teniendo como referencia el total de hijas o hijos nacidos vivos que ha tenido una mujer de 12 años o más, esta pregunta excluye a aquellas hijas e hijos que una vez nacidos vivos hayan fallecido posteriormente.","55. De las hijas e hijos que ha tenido, ¿cuántos viven actualmente? ¿Cuántos en total? ¿Cuántas mujeres? ¿Cuántos hombres?","Todas las mujeres de 12 años o más.",""
2024,"persona","p55b_hstot_hom","Esta pregunta se refiere al número total de hijos que permanecen vivos hasta la fecha del censo, teniendo como referencia el total de hijas o hijos nacidos vivos que ha tenido una mujer de 12 años o más, esta pregunta excluye a aquellas hijas e hijos que una vez nacidos vivos hayan fallecido posteriormente.","55. De las hijas e hijos que ha tenido, ¿cuántos viven actualmente? ¿Cuántos en total? ¿Cuántas mujeres? ¿Cuántos hombres?","Todas las mujeres de 12 años o más.",""
2024,"persona","p56_edadmad","Esta pregunta se refiere a la edad que tenía la madre en el momento del nacimiento de primer hija/o nacida/o viva/o, este dato preliminar permite realizar estudios sobre fecundidad temprana o la edad media de su inicio.","56. ¿A qué edad tuvo su primera hija o hijo nacido vivo?","Todas las mujeres de 12 años o más.",""
2024,"persona","p57a_uhnacmes","Esta pregunta se refiere al mes en que nació la última hija o hijo nacido vivo de la mujer entrevistada.","57. ¿En qué mes y año nació su última hija e hijo nacido vivo? Enero Febrero Marzo Abril Mayo Junio Julio Agosto Septiembre Noviembre Diciembre","Todas las mujeres de 12 años o más.",""
2024,"persona","p57b_uhnacan","Esta pregunta se refiere al año en que nació la última hija o hijo nacido vivo de la mujer entrevistada.","57. ¿En qué mes y año nació su última hija e hijo nacido vivo? Año","Todas las mujeres de 12 años o más.",""
2024,"persona","p58_uhsobre","Esta pregunta se refiere a si la última/o hija/o nacida/o viva/o de la mujer entrevistada vive actualmente.","58. Su última hija o hijo, ¿vive actualmente?","Todas las mujeres de 12 años o más.",""
2024,"persona","p59_atparto","Esta pregunta se refiere al tipo de persona que atendió el último parto.","59. ¿Quién atendió su último parto? 1 Médica(o) 2 Enfermera(o) 3 Auxliar de enfermería 4 Partera(a) 5 Atención conjunta (con medicina tradicional) 6 Cónyugue o familiar 7 Otra persona 8 Usted misma","Todas las mujeres de 12 años o más.",""
2024,"persona","p59_mef","Esta variable derivada indica el tipo de persona que atendió el último parto en los últimos cinco años en Mujeres en Edad Fértil (MEF)","","Mujeres de 15 a 49 años de edad.","Variable derivida de la pregunta 59, que aplica las categorías de la pregunta a las mujeres en edad fertil (15 a 49 años)."
2024,"persona","p59_partocalif","Esta variable derivada se refiere a la atención brindada (calificada/no calificada) en el último parto, durante los últimos cinco años en Mujeres en Edad Fértil (MEF).","","Mujeres de 15 a 49 años de edad. No incluye a la población de mujeres que residen habitualmente en el exterior y/o las que no declararon hijas(os) ni declararon la pregunta.","Variable derivada de la pregunta 59, que recodifica con código 1 (Si: fue atendido por personal de saud calificado) a las categorías 1 al 3 y código 2 (No: no atendido por personal de salud calificado) a las categorías 4 al 8."
2024,"persona","pea_13","Esta variable derivada se refiere al conjunto de personas de 7 años o más de edad que, en la semana de referencia, estaban ocupadas o desocupadas, es decir, no estaban ocupadas, buscaban trabajo activamente (cesantes o aspirantes). Incluye también, como ocupados, a quienes durante la semana de referencia estuvieron temporalmente ausentes de su empleo por razones circunstanciales. La variable está conforme a las definiciones de la décimo tercera Conferencia de Estadísticos del Trabajo (13°CIET).","","Personas de 7 años o más de edad. No incluye a la población que reside habitualmente en el exterior y no declararon en las preguntas de condición de actividad.","Variable derivada de las preguntas (P43 a P48) que corresponde al conjunto de personas de 7 años o más de edad que, en la semana de referencia, estaban ocupadas o desocupadas, es decir, no estaban ocupadas, buscaban trabajo (cesantes o aspirantes). Incluye también, como ocupados, a quienes durante la semana de referencia estuvieron temporalmente ausentes de su empleo por razones circunstanciales. La variable está conforme a las definiciones de la décimo tercera Conferencia de Estadísticos del Trabajo (13°CIET)."
2024,"persona","pei_13","Esta variable derivada se refiere al conjunto de personas de 7 años o más de edad que en la semana de referencia no participaron en el mercado laboral o, en otros términos, no tenían ocupación ni buscaban activamente una ocupación, por ejemplo: jubilados, estudiantes, amas de casa. La variable está conforme a las definiciones de la décimo tercera Conferencia de Estadísticos del Trabajo (13°CIET).","","Personas de 7 años o más de edad. No incluye a la población que reside habitualmente en el exterior y no declararon en las preguntas de condición de actividad.","Variable derivada de la pregunta P48 (condición de inactividad), que corresponde al conjunto de personas de 7 años o más de edad que en la semana de referencia no participaron en el mercado laboral o, en otros términos, no tenían ocupación ni buscaban una activamente. La variable está conforme a las definiciones de la décimo tercera Conferencia de Estadísticos del Trabajo (13°CIET)."
2024,"persona","pet_13","Variable de acuerdo con las definiciones de la 13° Conferencia Internacional de Estadísticos del Trabajo (13° CIET). Es importante mencionar que de acuerdo con la Ley Nº 548 “Código Niño, Niña y Adolescente”, Art. 129, la edad mínima para trabajar es 14 años, sin embargo, para efectos comparativos con censos anteriores y realizar estudios sobre trabajo infantil, las preguntas de características económicas están destinadas a las personas de 7 años o más edad.","","Personas de 7 años o más de edad. No incluye a la población que reside habitualmente en el exterior y no declararon en las preguntas de condición de actividad.","Variable derivada de la pregunta P26(edad), P36(residencia habitual) y las preguntas P43 a P48 (sobre condición de actividad) con base a definiciones de la décimo tercera Conferencia Internacional de Estadísticos del Trabajo (13° CIET). Para fines comparativos y de análisis contiene información de población de 7 o más años de edad conforme al flujo del cuestionario censal."
2024,"persona","pet_19","Esta variable derivada se refiere a la población en edad de trabajar. Es la clasificación de la población considerada con la capacidad de realizar actividades productivas. De acuerdo con la Ley Nº 548 “Código Niño, Niña y Adolescente”, Art. 129, la edad mínima para trabajar es 14 años. Para fines comparativos y de análisis contiene información de población de 7 o más años de edad conforme al flujo del cuestionario censal. La variable está de acuerdo a las definiciones de la décimo novena Conferencia Internacional de Estadísticos del Trabajo (19° CIET).","","Personas de 7 años o más de edad. No incluye a la población que reside habitualmente en el exterior y no declararon en las preguntas de condición de actividad.","Variable derivada de la pregunta P26(edad), P36(residencia habitual) y las preguntas P43 a P48 (sobre condición de actividad) con base a definiciones de la 19° Conferencia Internacional de Estadísticos del Trabajo (19° CIET)."
2024,"persona","prov_lab_cod","Se refiere a la provincia (entidades subnacionales intermedias del país en las que se subdivide el territorio del Estado Plurinacional de Bolivia) derivada de la declaración de la persona en la pregunta 52, opción 3 (municipio donde trabaja)","","Personas de 7 años o más de edad.","Variable derivada, codificación de provincia donde trabaja."
2024,"persona","prov_nac_cod","Esta variable derivada se refiere a la provincia (entidades subnacionales intermedias del país en las que se subdivide el territorio del Estado Plurinacional de Boliva) de nacimiento de una persona. Cabe aclarar que el lugar de nacimiento no es sinónimo de lugar de residencia.","","Todas las personas.","Variable derivada de la pregunta P35_LUGNAC. Esta variable construye el código de provincia a cuatro dígitos a partir del código de departamento (IDEP) y de provincia (IPROV) de la boleta para las personas que declararon en la opción de respuesta 1 y a partir del código de departamento (P35J_DEPTOCOD) y código de provincia (P35H1_PROVCOD) para las personas que declararon en la opción de respuesta 2."
2024,"persona","prov_res_cod","Esta variable derivada se refiere a la provincia (entidades subnacionales intermedias del país en las que se subdivide el territorio del Estado Plurinacional de Boliva) de residencia habitual de una persona. Cabe aclarar que el lugar de residencia habitual no es sinónimo de lugar de residencia.","","Todas las personas.","Variable derivada de la pregunta P36_LUGRES. Esta variable construye el código de provincia a cuatro dígitos a partir del código de departamento (IDEP) y de provincia (IPROV) de la boleta para las personas que declararon en la opción de respuesta 1 y a partir del código de departamento (P36J_DEPTOCOD) y código de provincia (P36H1_PROVCOD) para las personas que declararon en la opción de respuesta 2."
2024,"persona","prov_res5_cod","Esta variable derivada se refiere a la provincia (entidades subnacionales intermedias del país en las que se subdivide el territorio del Estado Plurinacional de Boliva) de residencia de una persona el año 2019. Cabe aclarar que el lugar de residencia habitual no es sinónimo de lugar de residencia.","","Personas de 5 años o más de edad.","Variable derivada de la pregunta P37_LUGRES5. Esta variable construye el código de provincia a cuatro dígitos a partir del código de departamento (IDEP) y de provincia (IPROV) de la boleta para las personas que declararon en la opción de respuesta 1 y a partir del código de departamento (P37J_DEPTOCOD) y código de provincia (P37H1_PROVCOD) para las personas que declararon en la opción de respuesta 2."
2024,"vivienda","i00","Es el número que corresponde a una determinada vivienda donde se realizó el empadronamiento.","Nro. de vivienda","",""
2024,"vivienda","idep","Corresponde al código que identifica al departamento de Bolivia donde se llenó el cuestionario censal. Un departamento es un espacio geográfico y es la unidad territorial de mayor jerarquía y la base de la organización territorial del Estado Plurinacional de Bolivia. Cada uno de los nueve (9) departamentos del país constituye una entidad autónoma con un gobierno propio, y está conformado por provincias, municipios y/o Territorios Indígena Originario Campesinos (TIOCs).","","",""
2024,"vivienda","imun","Corresponde al código que identfica al municipio o territorio indígena originario campesino donde se llenó el cuestionario censal. EL municipio/TIOC es un espacio geográfico y son unidades territoriales básicas del Estado boliviano. Bolivia cuenta con trescientos cuarenta y tres (343) municipios/TIOCs: - El municipio es la unidad administrativa y política básica del país, conformada por una o varias comunidades y/o centros poblados. Bolivia cuenta con trecientos treinta y cinco (335) municipios en el país. - El TIOC es un espacio geográfico, donde una o varias naciones o pueblos indígenas ejercen su autogobierno y su derecho a la libre determinación. Bolivia cuenta con ocho (8) TIOCs. Código al cual corresponde el municipio o territorio indígena originario campesino de residencia de la persona informante, dentro de cada provincia.","","",""
2024,"vivienda","iprov","Corresponde al código que identifica la provincia de Bolivia donde se llenó el cuestionario censal. La provincia es un espacio geográfico y es la unidad territorial que se encuentra dentro de un departamento. A diferencia del departamento y del municipio, la provincia no posee autonomía y su función principal es servir como un nivel intermedio de organización. Bolivia cuenta con un total de ciento doce provincias (112).","","",""
2024,"vivienda","tip_hog","Esta variable derivada se refiere a la clasificación de los hogares según su composición y características, como número de integrantes, relaciones de parentesco y estructura (por ejemplo, unipersonal, nuclear, extendido o compuesto).","","Todas las viviendas particulares con personas presentes.","Esta variable derivada de tipo de hogar definido según la presencia de determinados miembros del hogar, de acuerdo a la variable relación de parentesco entre los miembros que lo integran y su relación con la persona identificada como jefa o jefe de hogar. 1. Hogar unipersonal: compuesto por una persona, que por definición es la jefa o jefe de hogar. 2. Hogar de pareja nuclear: compuesto por la jefa o jefe de hogar y su cónyuge sin hijos/as (puede incluir trabajador/a del hogar y sus familiares). 3. Hogar monoparental: compuesto por la jefa o jefe de hogar sin cónyuge, con hijos/as (puede incluir trabajador/a del hogar y sus familiares). 4. Hogar nuclear completo: conformado por la jefa o jefe de hogar, su cónyuge e hijos/as (puede incluir trabajador/a del hogar y sus familiares). 5. Hogar extendido: conformado por hogar unipersonal o nuclear (pareja nuclear o nuclear completo o monoparental) y otros familiares (tíos, primos u otros parientes, puede incluir trabajador/a del hogar y sus familiares). 6. Hogar compuesto: integrado por hogar unipersonal, nuclear o extendido y otros no familiares (otros no parientes, puede incluir trabajador/a del hogar y sus familiares). 7. Otro tipo de hogar: conformado por la jefa o jefe de hogar y trabajador/a del hogar y sus familiares. 8. Hogar de menores sin jefe de hogar: compuesto por niños menores de 12 años."
2024,"vivienda","tot_pers","Eata variable derivada se refiere al número de total de personas en la vivienda, sea esta particular o colectiva.","","Todas las viviendas particulares con personas presentes.",""
2024,"vivienda","urbrur","Corresponde al área donde se encuentra la vivienda, a parir de la división del territorio en área urbana y área rural. El INE adopta los criterios para el área urbana a toda ciudad o centro poblado que cuenta con 2.000 habitantes o más, en las capitales de departamento, provincia o municipio, independientemente de su tamaño/extensión (INE, 2015). Por otro lado, se considera rural aquellos centros poblados con menos de 2.000 habitantes y a espacios geográficos dispersos.","Es el espacio geográfico en el que se haya situada una determinada vivienda donde se realizó el empadronamiento, ya sea esta en un área Urbana o Rural.","Todas las viviendas de Bolivia.",""
2024,"vivienda","v01_tipoviv","Esta pregunta se refiere a toda edificación que ha sido construida o adaptada para ser habitada permanente o temporalmente por una o más personas. Debe tener techo y acceso directo e independiente desde el exterior de la construcción o a través de espacios de uso común, como ser pasillos, patios o gradas, donde las personas pueden entrar y salir sin pasar por el interior de los cuartos de otra persona. Las viviendas pueden ser particulares o colectivas. A. Vivienda particular (opciones 1 al 6). . Edificación construida para ser habitada por personas con relación de parentesco o sin él, pero que viven bajo un mismo techo. Puede ser vivienda ocupada o desocupada. B. Vivienda colectiva (opciones 7 a la 14). Es aquella edificación habitada por un conjunto de personas que comparten o se someten a normas administrativas de convivencia y comportamiento por motivos de salud, educación o disciplina, generalmente, sin relación de parentesco. Por ejemplo, alojamientos, hospitales, cuarteles, centros penitenciarios (cárceles). Corresponden a viviendas colectivas con personas presentes en el día del Censo. En la categoría “Hospital o clínica con internación” se incluye también a los centros de salud, postas e Institutos especializados con personas presentes en el día del censo. C. Sin vivienda (opciones 15 y 16). Se refiere a personas que viven en la calle o que se encuentran en tránsito.","1. La vivienda es: (tipo de vivienda) A. Vivienda Particular (PASE A 2) 1 Casa 2 Choza, pahuichi 3 Departamento 4 Cuarto(s) o habitación(es) suelta(s) 5 Vivienda improvisada o vivienda movíl 6 Establecimiento no destinado para vivienda B. Vivienda Colectiva (PASE PAG.4) 7 Hotel, hostal, residebcial o alojamiento 8 Hospital o clinica con internación 9 Cuartel o establecimiento militar o policial 10 Residencia u otoro de adultos mayores 11 Albergue de niñas(os) y adolescentes 12 recinto penitenciario o de reintegración 13 Campamento de trabajo 14 Otras (institución de rehabilitación,convento) C. Sin Vivienda (PASE PAG.4) 15 Persona que vive en la calle. 16 En transito: termina, aeropuerto, puerto u otro.","Todas las viviendas de Bolivia.",""
2024,"vivienda","v02_condocup","Esta pregunta se refiere a la condición respecto a la ocupación de la vivienda, pueden ser ocupadas o desocupadas. A. Ocupada Es toda vivienda que en el día del censo está ocupada por una o más personas presentes (sean o no parientes entre sí) o por personas que están ausentes temporalmente por razones de trabajo, enfermedad u otra; siendo evidencia de su ocupación la presencia de muebles y/o enseres. Vivienda ocupada con personas presentes ? Son viviendas particulares que están habitadas, es decir que, en el momento de la realización del censo, se encuentra al menos una persona presente. . Vivienda ocupada con personas temporalmente ausentes ? Son viviendas particulares en las cuales, en el momento de la realización del censo, sus ocupantes se encuentran ausentes por motivo de vacaciones, trabajo, salud, época de cosecha, siembra, etc. B. Desocupada Es toda vivienda que en el día del censo no presenta muebles ni enseres. Puede ser para alquilar y/o vender, terminándose de construir o reparar o abandonada. . Vivienda para alquiler y/o vender Es una construcción finalizada ofrecida para alquilar o vender. . Vivienda terminándose de construir o reparar Es toda vivienda que en el día del censo está desocupada por estar en construcción y/o reparación, pero que ya cuenta con techo, paredes y aberturas para puertas y ventanas. . Vivienda abandonada Es toda vivienda que en el día del censo no está ocupada, está deteriorada y/o nadie se hace cargo de ella.","2.- La vivienda esta: (Condición de Ocupación de la Vivienda) A Ocupada: 1 Con personas presentes.(PASE A 3) 2 Con personas temporalmente ausentes (CONFIRME CON LOS VECINOS) B Desocupada: (CONFIRME CON LOS VECINOS) 3 Para alquilar y/o vender 4 Terminándose de construir o reparar 5 abandonada","Todas las viviendas particulares de Bolivia.",""
2024,"vivienda","v03_pared","Esta pregunta se refiere al material de construcción más utilizado en las paredes de la vivienda que ocupa el hogar.","3.- ¿Cuál es el material de construcción más utilizado en las paredes de esta vivienda? 1 Ladrillo, bloque de cemento, hormigón 2 Adobe, tapial 3 Tabique, quinche 4 Piedra 5 Madera 6 Caña, palma, tronco 7 Otro","Todas las viviendas particulares con personas presentes.",""
2024,"vivienda","v04_revoq","Esta pregunta se refiere a las paredes interiores de la vivienda, si tienen revoque o algun tipo de revestimiento.","4.- Las paredes interiores de esta vivienda, ¿tienen revoque? 1 Sí 2 No","Todas las viviendas particulares con personas presentes.",""
2024,"vivienda","v05_techo","Esta pregunta se refiere a los materiales de construcción más utilizados en los techos de la vivienda, donde habita el hogar.","5. ¿Cuál es el material de construcción más utilizado en los techos de esta vivienda? 1 Calamina o plancha 2 Teja (de cemento, arcilla o fibrocemento) 3 Losa de hormigón armado 4 Paja, palma, caña, barro, jatata, motacu, chuchio 5 Otro","Todas las viviendas particulares con personas presentes.",""
2024,"vivienda","v06_piso","Esta pregunta se refiere a los materiales más utilizados en los pisos de la vivienda que ocupara el hogar.","6. ¿Cuál es el material más utilizado en los pisos de esta vivienda? 1 Tierra 2 Tablón de madera 3 Machihembre, Parquet 4 Cerámica, porcelanato 5 Cemento 6 Mosaico, baldosa 7 Ladrillo 8 Piso flotante 9 Otro","Todas las viviendas particulares con personas presentes.",""
2024,"vivienda","v07_aguapro","Esta pregunta se refiere a la procedencia del agua que usan en la vivienda por: 1. Cañería de red Es el servicio que proviene de una empresa o cooperativa, con distribución por medio de cañerías hasta la vivienda (baño, cocina y/o patio) 2. Pileta pública Se refiere a la distribución de agua por medio de cañerías fuera del terreno donde se encuentra la vivienda. Puede provenir de una empresa o cooperativa pública encargada de su tratamiento y es de acceso público 3. Cosecha de agua de lluvia Es la recolección y almacenamiento de agua de lluvia. 4. Pozo excavado o perforado, con bomba Es cuando el agua proviene de un pozo excavado o perforado, con paredes revestidas de hormigón que impide la infiltración de contaminación externa y que cuenta con una tapa 5. Pozo no protegido o sin bomba Es cuando el agua proviene de un pozo que no cuenta con revestimiento en sus paredes, la extracción es manual con la ayuda de recipientes 6. Manantial o vertiente protegida Agua que proviene de fuentes naturales captada en una caja construida con ladrillo, mampostería u hormigón. El agua fluye directamente desde la caja sin exponerse a la contaminación externa 7. Río, acequia o vertiente no protegida Es el abastecimiento de agua proveniente de los ríos, vertiente no protegida, acequia (zanja o canal que transporta el agua de un río, u otra fuente, hacia un cultivo) o de agua no quieta, puede ser obtenida por acarreo (baldes, bidones, etc.) o por medio de un sistema de tubería informal. Carro repartidor (aguatero) Es cuando las personas que viven en la vivienda se abastecen de agua a través de un vehículo distribuidor conocido como carro repartidor, aguatero o cisterna. 9. Otro Se considera lago, laguna, curiche, agua estancada o cualquier otra forma de obtener agua que no esté en las demás opciones.","7. Principalmente, el agua que usan en la vivienda proviene de: 1 Cañería de red 2 Pileta pública 3 Cosecha de agua de lluvia 4 Pozo excavado o perforado con bomba 5 Pozo no protegido o sin bomba 6 Manantial o vertiente protegida 7 Rio, acequia o vertiente no protegida 8 Carro repartidor (aguatero) 9 Otro","Todas las viviendas particulares con personas presentes.",""
2024,"vivienda","v08_aguadist","Esta pregunta hace referencia a la forma en que se distribuye el agua que se utilizan en la vivienda, independientemente de la procedencia de la misma.","8. El agua que usan en la vivienda se distribuye: 1 Por cañería dentro de la vivienda 2 Por cañería fuera de la vivienda pero dentro del lote o terreno 3 No se distribuye por cañería","Todas las viviendas particulares con personas presentes.",""
2024,"vivienda","v09_energia","Esta pregunta se refiere al origen de la energía eléctrica que utiliza la vivienda.","9. ¿De dónde proviene la energía eléctrica que usan en la vivienda? 1 Servicio público de enérgia eléctrica 2 Motor propio (generador) 3 Panel solar 4 Otro 5 No tiene","Todas las viviendas particulares con personas presentes.",""
2024,"vivienda","v10_combus","Esta pregunta se refiere a el principal combustible o energía utilizada para cocinar.","10. ¿Cuál es el principal combustible o energía que utilizan para cocinar?. 1 Gas en garrafa 2 Gas por cañería (a domicilio) 3 Leña 4 Guano, bosta o taquia 5 Eléctricidad 6 Energía solar (cocina solar) 7 Otro. 8 No cocina.","Todas las viviendas particulares con personas presentes.",""
2024,"vivienda","v11_basura","Esta pregunta se refiere a la eliminación de los desechos sólidos de la basura que se genera en la vivienda.","11. Habitualmente, ¿Qué hacen con la basura que generan?. 1 La depositan en el contenedor o basurero público 2 La entregan al carro basurero (servicio público) 3 La botan en un terreno baldio o la calle 4 La botan al rio 5 La queman 6 La entierran 7 Otra forma","Todas las viviendas particulares con personas presentes.",""
2024,"vivienda","v12_cocina","Esta pregunta se refiere a la disponibilidad de un espacio delimitado por paredes, techos, que es independiente y destinado exclusivamente para la preparación de alimentos y limpieza de los utensilios de cocina, al interior posee cocina, fogón, aparato para preparar alimentos o calentar. Incluye las cocinas de tipo americana.","12. ¿Tienen un cuarto solo para cocinar?. 1 Sí 2 No","Todas las viviendas particulares con personas presentes.",""
2024,"vivienda","v13_habitac","Esta pregunta se refiere al número de cuartos o habitaciones que ocupan en la vivienda sin contar baño y cocina.","13. ¿Cuántos cuartos o habitaciones ocupan, sin contar baño y cocina? 1 Uno 2 Dos 3 Tres 4 Cuatro 5 Cinco 6 Seis 7 Siete 8 Ocho o más","Todas las viviendas particulares con personas presentes.",""
2024,"vivienda","v14_dormit","Esta pregunta se refiere a los cuarto o habitación para dormir, que son entendidos como es el espacio con techo y paredes fijas, con suficiente tamaño para instalar una cama o catre para persona adulta.","14. De estos cuartos o habitaciones, ¿Cuántos se utilizan solo para dormir? 0 Cero 1 Uno 2 Dos 3 Tres 4 Cuatro 5 Cinco 6 Seis 7 Siete 8 Ocho o más","Todas las viviendas particulares con personas presentes.",""
2024,"vivienda","v15_servsan","Esta pregunta se refiere a la disponibilidad de baño o letrina que pudiese poseer el hogar. Al servicio higiénico se lo conoce con distintos nombres como los que se señalan en la pregunta, por lo tanto, es importante que se lean los tres nombres y si en la región lo conocen con otro nombre menciónalo también. La alternativa ""No"" considera que las personas del hogar hacen uso de servicios higiénicos públicos, corrales o al aire libre.","15. ¿Tienen, baño o letrina?. 1 Sí, usado solo por su hogar 2 Sí, compartido con otros hogares 3 No tiene. (PASE A 17)","Todas las viviendas particulares con personas presentes.",""
